
False negative test rate,Tracing efficiency,N_infected_done,N_recovered,ReffMean,ReffStd,ReffTheoretical,N_traced,propTracedMean,propTracedStd,theoreticalMean_NoTracingTerm,theoreticalMean_TracingTerm
0.6800000000000003,0.02,17998.114,10000.0,1.7998114,0.0030819598721246798,1.794257052729323,29.488,0.002978585858585857,2.7059254036783417e-5,0.20466995863586446,0.5649042059448105
0.7000000000000003,0.02,18051.606,10000.0,1.8051605999999998,0.0030805610280881554,1.8072627289605752,27.86,0.002814141414141413,2.647972515320247e-5,0.19175465351131776,0.5409259933627864
0.7200000000000003,0.02,18224.062,10000.0,1.8224061999999999,0.002940076172298574,1.8204733515267866,25.59,0.002584848484848484,2.5229195109468128e-5,0.17858532652989142,0.5427544253531937
0.7400000000000003,0.02,18289.352,10000.0,1.8289351999999997,0.0030352820290562494,1.832912824388053,23.064,0.0023296969696969694,2.397676344137891e-5,0.16635394016738952,0.48108819706644346
0.7600000000000003,0.02,18480.36,10000.0,1.848036,0.00309120887560599,1.8454323102459662,21.688,0.0021907070707070705,2.381879888896691e-5,0.1539224710857274,0.44844777614998865
0.7800000000000004,0.02,18510.0,9980.534,1.852217536329588,0.004069206779535168,1.859076736209079,19.53,0.0019727272727272723,2.260061782838825e-5,0.1403633861885706,0.42417230903897085
0.8000000000000004,0.02,18716.118,10000.0,1.8716118000000002,0.0028658739100065295,1.8717048838465014,18.082,0.001826464646464646,2.0697589613173056e-5,0.12785760203096433,0.36739912471038927
0.8200000000000004,0.02,18779.0,10000.0,1.8779000000000001,0.0031170155552938594,1.884316707242915,15.822,0.0015981818181818174,2.0107832905213233e-5,0.11536216178287358,0.3162973561130643
0.8400000000000004,0.02,19040.422,10000.0,1.9040422,0.0031984327196369297,1.8973810672730427,14.188,0.0014331313131313124,1.9039364100281207e-5,0.10234069603415823,0.2964866826926394
0.8600000000000004,0.02,19072.926,9980.39,1.9082479589743593,0.004314195651513655,1.910210827681195,12.322,0.0012446464646464644,1.8120264489927843e-5,0.08958698903907812,0.2520293254533015
0.8800000000000004,0.02,19206.684,10000.0,1.9206684,0.0034689604113554103,1.9231458564907271,10.672,0.0010779797979797979,1.6195749465676595e-5,0.07669840092751502,0.2211747464487769
0.9000000000000005,0.02,19335.18,10000.0,1.933518,0.003413969579328022,1.935996198605402,8.502,0.0008587878787878787,1.4462796136087683e-5,0.06390989823444045,0.1732537332805483
0.9200000000000005,0.02,19511.766,10000.0,1.9511766000000001,0.003171310506010262,1.9487810952181253,6.904,0.0006973737373737374,1.3302787367694309e-5,0.05114869302247374,0.15182893897672278
